label_true	label_predicted	Danish	Dutch	English	Finnish	French	German	Hungarian	Italian	Japanese	Korean	Mandarin	Polish	Portuguese	Russian	Spanish	Swedish	Turkish	Estonian	Arabic	Basque	Catalan
German	Turkish	0.0015971549	0.12604678	0.03246379	0.00064641575	0.39533368	0.22736079	0.00030276823	0.15932646	0.005304596	0.0014508766	0.11569686	0.008325829	0.10388537	0.14878692	0.118990354	0.029577212	0.6426243	0.052791134	0.36872405	0.3648891	0.058186937
Japanese	Japanese	0.01280288	0.009710443	0.00421034	0.015465256	0.09108	0.00369089	0.033913832	0.032997116	0.98203874	0.015548782	0.003784232	0.09012911	0.013948841	0.03625677	0.029237747	0.028250938	0.05452729	0.005992066	0.0993804	0.009699068	0.003929839
Finnish	Finnish	0.0017950152	0.00066278543	0.0007467011	0.99990904	0.00070932065	0.0003364291	7.332155e-05	0.007421854	0.008476444	0.00081573	0.00038528847	0.00097050786	0.0011042611	0.0011699857	0.006121897	0.0015947262	7.1695365e-05	0.00015488252	0.0004040323	0.0011897444	0.0020425266
Mandarin	Mandarin	0.01433923	0.033940807	0.100438654	0.0053531528	0.018723868	0.013636318	0.0022354028	0.013636096	0.0041729896	0.0030960655	0.99225444	0.0074052387	0.04980241	0.013790915	0.00753528	0.019615315	0.0040672435	0.00032029077	0.0028124356	0.0009136622	0.0032258497
Korean	Korean	0.023873825	0.0765418	0.014618473	0.0036295806	0.009990528	0.0074863425	0.010321206	0.00849958	0.010954507	0.9930035	0.03964272	0.005868375	0.027525645	0.004695974	0.004670416	0.008670808	0.065756135	0.00051977555	0.0047395686	0.0009783246	0.001926351
Swedish	Swedish	0.04532397	0.020836264	0.049217336	0.08042139	0.024180848	0.025650823	0.01643915	0.013794523	0.010607806	0.068172604	0.010789748	0.026455132	0.032491837	0.04943805	0.032158576	0.9516301	0.21529125	0.086484104	0.0672866	0.1129816	0.009276966
Spanish	French	0.0023829606	0.06910945	0.06203312	0.009046441	0.7981432	0.028147833	0.0012122499	0.111878835	0.13182265	0.0009038348	0.058887262	0.0016418188	0.16397294	0.10125523	0.48880842	0.11427712	0.076588795	0.0067498805	0.11583864	0.023269128	0.105320595
English	French	0.025246745	0.4007493	0.44274205	0.013409535	0.54761773	0.27003822	0.008868289	0.16658431	0.09135996	0.036016714	0.04197081	0.016111642	0.051709127	0.094660304	0.060458735	0.052192923	0.31457254	0.009258356	0.3082616	0.052015353	0.124404214
Estonian	Finnish	0.5365974	0.0127460575	0.031100484	0.8093887	0.005099466	0.02662962	0.030262657	0.020907674	0.009569855	0.023581957	0.0022785722	0.095180914	0.05100648	0.040144697	0.06454985	0.17207909	0.0019810062	0.06983576	0.013562144	0.005774827	0.030554662
French	French	0.0020654066	0.056476764	0.11151685	0.0043312744	0.4601025	0.16188213	0.00031412594	0.21790333	0.003847238	0.00065270846	0.051241744	0.0049695116	0.42260605	0.32412645	0.32372046	0.026040858	0.24164899	0.030350596	0.2575366	0.36545092	0.21904773
Danish	Swedish	0.21122459	0.060898796	0.063624054	0.52327585	0.029716967	0.07089171	0.109083734	0.11448176	0.0811795	0.13040416	0.0038002762	0.17073885	0.096029356	0.31972966	0.15447937	0.5681544	0.08773893	0.07635105	0.31484213	0.114897124	0.07853484
Arabic	Arabic	0.0654961	0.022142597	0.01571284	0.20606875	0.014159768	0.009198563	0.010990828	0.05853746	0.057342675	0.11204678	0.023165468	0.04890755	0.054188613	0.025676353	0.113706455	0.115422696	0.029434966	0.08918577	0.9369324	0.100548804	0.057314176
Estonian	Estonian	0.008093818	0.038615067	0.07665626	0.0047067553	0.00952828	0.05738872	0.00040026574	0.014403618	0.00097234803	0.00014228371	0.0010672094	0.009890081	0.013122199	0.3028404	0.020250473	0.004302581	0.0038844936	0.9464284	0.00076258014	0.0036390778	0.028008813
Turkish	Turkish	0.03573905	0.071965	0.038057104	0.0024007498	0.086325474	0.032265503	0.006645713	0.03166035	0.0029561175	0.041978676	0.0056943875	0.08405256	0.058874596	0.16801882	0.0064810542	0.026292378	0.95757204	0.0034278221	0.15581974	0.0027663286	0.0029461263
Hungarian	Hungarian	0.0003087339	0.007520486	0.0073454934	0.0031680958	0.0119726425	0.0038114185	0.9942031	0.021788597	0.012592264	0.0024468135	0.0011516443	0.004357954	0.01361033	0.09102341	0.031965785	0.03252309	0.0027555018	0.0023442905	0.0055454043	0.005001778	0.0017711774
Basque	Spanish	0.005870191	0.051745385	0.02148853	0.015655959	0.06945565	0.01729576	0.01019792	0.40243888	0.008820861	0.0024881517	0.0046931393	0.004751958	0.026688673	0.26247162	0.62335426	0.025324669	0.06961109	0.18225516	0.113784276	0.5422623	0.15935737
Polish	Polish	0.061062954	0.012572891	0.038677238	0.023332223	0.098166846	0.01760829	0.018066527	0.040393762	0.061409906	0.046171892	0.015326447	0.7761522	0.33415103	0.50319934	0.029939346	0.043488104	0.05046941	0.011856563	0.042365093	0.004516987	0.038222205
Danish	Danish	0.77170885	0.016532497	0.026127823	0.039068412	0.018059107	0.07199103	0.020025615	0.023066225	0.012133032	0.12791316	0.04190219	0.09938894	0.017822076	0.045400918	0.028077047	0.15258709	0.016025748	0.020709734	0.58296615	0.020034732	0.003412502
Spanish	Finnish	0.2893221	0.19346987	0.13215262	0.5822022	0.08282576	0.09033252	0.26515684	0.1449433	0.09011186	0.068630934	0.014761984	0.16698287	0.07656929	0.29795372	0.2038313	0.44647655	0.049926437	0.08218326	0.1484735	0.07363056	0.05412671
Spanish	Spanish	0.0020114959	0.33774295	0.05740877	0.0012491294	0.31671497	0.21299145	0.0015237865	0.13584572	0.01446393	0.00050911115	0.012002254	0.0008515358	0.12687398	0.09950522	0.640373	0.10873283	0.17469497	0.048717916	0.13400328	0.1526527	0.44282487
Japanese	English	0.09305263	0.19654463	0.5306242	0.10771357	0.21172678	0.14133339	0.024507573	0.039213415	0.1939918	0.036139444	0.048756447	0.31172767	0.4769366	0.3391608	0.17214324	0.21871519	0.15128359	0.07249311	0.03471881	0.019345807	0.0665242
Korean	Arabic	0.128413	0.0650056	0.10087556	0.17474842	0.106535085	0.025615264	0.03104426	0.26267937	0.37023747	0.5057631	0.24323796	0.062033977	0.10215708	0.0722919	0.17412929	0.20475364	0.15620416	0.09172664	0.5203712	0.08229153	0.049370877
French	German	0.0042994055	0.21563679	0.16750081	0.0024065003	0.17479743	0.6571773	0.0006311685	0.10194243	0.038808133	0.0017420307	0.03138048	0.019506633	0.08412366	0.6309836	0.063981436	0.08108589	0.08667546	0.10012816	0.031032104	0.045997463	0.11495225
Spanish	Catalan	0.0014618051	0.048801202	0.059101544	0.0019012415	0.2516291	0.08037102	0.002364225	0.38603705	0.015820097	0.0012287179	0.031489626	0.008614109	0.25634685	0.2129447	0.36854056	0.0092486385	0.14932619	0.033163626	0.028738873	0.11419638	0.69983107
Basque	Arabic	0.0014922363	0.0420196	0.043672558	0.0009843839	0.37974563	0.013652019	0.0011719747	0.2192815	0.029648706	0.0016546283	0.04609507	0.0010029093	0.05698203	0.037724912	0.1501189	0.39395183	0.37927306	0.020545755	0.58864707	0.29209095	0.20576923
Danish	Danish	0.69458795	0.16332825	0.13324393	0.12346178	0.05076438	0.047222655	0.10740221	0.16762319	0.12705804	0.07635857	0.027605174	0.17082825	0.04239555	0.114862405	0.1842098	0.53856504	0.034440454	0.043441176	0.042985585	0.09807811	0.089439765
Swedish	Turkish	0.073656686	0.005799655	0.016022619	0.09117091	0.03382196	0.004449331	0.015005158	0.044822138	0.0047726706	0.09975655	0.012504248	0.0070465845	0.038458135	0.07365261	0.075403206	0.6624403	0.69134754	0.092536524	0.13268691	0.12952344	0.0084304
Japanese	Japanese	9.5814816e-05	0.0007681376	0.0001226987	0.00039299173	0.00043573813	8.721094e-05	1.8068921e-06	0.0014964878	0.99999666	0.00031797923	0.00015432575	0.00011644332	0.00032223994	0.0009963013	0.00078079634	6.4367036e-05	6.538728e-05	0.00058909977	5.133011e-05	0.0011988498	0.00017753184
Basque	Basque	0.0026245203	0.02561546	0.01153136	0.0011885236	0.34950688	0.028285231	0.0019007248	0.40064391	0.011602665	0.0030683093	0.014914326	0.014101511	0.03213389	0.25643227	0.1458185	0.0226708	0.16309224	0.049173217	0.019052811	0.7682916	0.08332941
Spanish	Turkish	0.0050648213	0.15956512	0.104307875	0.0014775894	0.29403546	0.06695694	0.0045552757	0.14926904	0.02782501	0.0022481312	0.046339836	0.003646155	0.26926425	0.121733844	0.19016296	0.25092897	0.75052285	0.06262383	0.23989071	0.15168181	0.11505673
Spanish	Catalan	0.0006015607	0.06347094	0.04257917	0.0007727869	0.1669325	0.051333807	0.00056068576	0.35458297	0.003997569	0.0005418168	0.0052984897	0.0028064516	0.29057077	0.13541359	0.55330545	0.028289499	0.17836854	0.15582417	0.13739681	0.21266876	0.5549382
German	German	0.0015015115	0.08518723	0.05127572	0.00016910848	0.007862123	0.9895972	6.3812804e-05	0.003399655	0.0010363918	0.00013135085	0.0009837185	0.012165893	0.021730222	0.09298413	0.01159891	0.030226886	0.012065192	0.008381815	0.009727207	0.0035711369	0.009799288
Japanese	Japanese	0.0009990989	0.0141282035	0.012265154	0.0010089348	0.09236671	0.008689263	0.00077166955	0.044404548	0.99115664	0.023384962	0.01486691	0.015977735	0.01776214	0.056887273	0.016637117	0.0029062438	0.03766848	0.00137173	0.015849652	0.009247573	0.0077056903
Estonian	Estonian	0.010452176	0.109018505	0.024124568	0.0150362775	0.06009632	0.040048454	0.003414438	0.18032286	0.02449596	0.006930874	0.027663847	0.00552126	0.06985909	0.32037202	0.3229637	0.01053654	0.11055624	0.6417207	0.04861525	0.5196186	0.19919887
Arabic	Arabic	0.057622675	0.033228297	0.13762534	0.06882295	0.03641231	0.06229867	0.0034050592	0.031343795	0.02167091	0.13839358	0.03622526	0.008061997	0.0513861	0.09255339	0.050479814	0.4373511	0.17217651	0.08677847	0.83667094	0.049280196	0.0066888873
Portuguese	Spanish	0.0051070317	0.1282773	0.076259874	0.002679908	0.18705948	0.112339646	0.0015429343	0.20365652	0.080988765	0.0020822396	0.0079666395	0.0039065788	0.3727901	0.25541127	0.48514742	0.14085172	0.3289302	0.1277669	0.23034808	0.38581645	0.31002492
Polish	Polish	0.217826	0.066049755	0.08478288	0.07049754	0.082845956	0.03651808	0.18218422	0.3026716	0.05183945	0.23971581	0.05299041	0.602328	0.10316643	0.14088374	0.334004	0.19791782	0.18997301	0.08977388	0.112163596	0.3084481	0.21019815
Hungarian	Hungarian	0.00028719995	0.0029838847	0.002646187	0.008186467	0.001894207	0.0010017221	0.9985702	0.040823862	0.003635497	0.00042887536	5.8530954e-05	0.0042095995	0.0040237177	0.014850364	0.025500232	0.010448636	0.0040946333	0.0054414324	0.0006374836	0.004281426	0.0033115945
Arabic	Arabic	0.0021241228	0.08195405	0.025389485	0.011222527	0.07585372	0.0832325	0.0014599642	0.16873673	0.0073667667	0.005520053	0.018059578	0.006211591	0.056408487	0.1672601	0.46339056	0.12829225	0.19334602	0.46084931	0.5539561	0.32706037	0.15797187
Italian	Arabic	0.033757817	0.010637981	0.016050048	0.15253429	0.029582027	0.007600719	0.0034501557	0.061511934	0.01132722	0.13957265	0.022129018	0.008938446	0.056706782	0.051303133	0.07858818	0.12679729	0.21212071	0.25056565	0.8937083	0.12498689	0.010001457
Hungarian	Hungarian	0.0377108	0.15618642	0.067211226	0.045553636	0.16561861	0.07093155	0.8448515	0.06427561	0.044238668	0.04057251	0.045510743	0.07090398	0.17983092	0.19155696	0.061140075	0.31467706	0.14592195	0.014748009	0.1127816	0.017972767	0.013297338
Danish	Danish	0.9957386	0.017336376	0.004980851	0.05344335	0.0021053036	0.011410821	0.008877253	0.030671082	0.0026403626	0.018467184	0.0006807195	0.00076122035	0.0015848741	0.011180441	0.022054492	0.006117607	0.0003193774	0.0015320396	0.0010021284	0.05608348	0.0044398964
Korean	Korean	0.044283804	0.04563374	0.08395747	0.10587488	0.03593999	0.017974434	0.31580603	0.07128725	0.10068979	0.84140086	0.03589412	0.06277256	0.06652064	0.04002495	0.064929485	0.22932044	0.1275914	0.007866839	0.2570682	0.04188477	0.030576622
Finnish	Finnish	0.042856272	0.0066565857	0.0011583379	0.99666226	0.0021762783	0.0014788138	0.0009019678	0.03121687	0.02724055	0.0037618678	0.00028540244	0.00717556	0.009620696	0.010844547	0.046984684	0.008683687	0.0014602266	0.007864456	0.0049181166	0.018183129	0.008954964
Danish	Danish	0.9382906	0.10737624	0.041871697	0.0066357334	0.039393477	0.070351265	0.10069862	0.043367635	0.04801742	0.0062007164	0.0028909915	0.13289104	0.02844656	0.110711955	0.04203231	0.04628162	0.04135979	0.016483396	0.16241251	0.1485297	0.018782176
Danish	Danish	0.99636817	0.059214503	0.03013702	0.0036857817	0.0031111275	0.021296205	0.010135045	0.0096826665	0.0010089598	0.009249717	0.0076715685	0.00085148204	0.002680405	0.020445727	0.0055109276	0.029806977	0.0026547767	0.00028259263	0.025671577	0.0021911352	0.0011983991
Korean	Korean	0.04874202	0.03176348	0.020735962	0.021114932	0.024456615	0.018856768	0.038847186	0.022403384	0.006333282	0.9853119	0.071404465	0.046175506	0.01942212	0.03702536	0.011928404	0.10064611	0.045176174	0.0033184388	0.02218326	0.0092247445	0.0038966993
Korean	Korean	0.05913058	0.007580192	0.012646093	0.060836222	0.008259759	0.0067956243	0.08827256	0.029427903	0.23133299	0.9623394	0.031052712	0.015732067	0.011040679	0.015193348	0.012153872	0.033010706	0.019655485	0.015820052	0.017503746	0.020696843	0.005231088
Estonian	Estonian	0.00011241009	0.0053012124	0.0009018818	0.006801797	0.0010246023	0.005232236	4.2424075e-05	0.024025807	0.0003551909	6.96397e-05	0.00013969051	0.0005369551	0.0025545263	0.04993425	0.038460452	0.0018252964	0.00113511	0.996552	0.0007010859	0.014384183	0.044852015
Danish	Dutch	0.61859435	0.62621397	0.20111614	0.051091157	0.026685392	0.3251995	0.010756542	0.019269602	0.007872255	0.009913408	0.004944004	0.02314142	0.109854	0.10843922	0.03037037	0.22225595	0.0056759724	0.0061091594	0.0077004917	0.0048652035	0.012867819
Catalan	Catalan	0.0022618675	0.032817975	0.08170022	0.0019164246	0.11052648	0.034495078	0.0043656263	0.1292639	0.011736524	0.0025838285	0.015314921	0.0032981364	0.07917003	0.077876486	0.2663187	0.032756925	0.13408476	0.03969401	0.03665768	0.29819414	0.87610847
Danish	Danish	0.8187134	0.02165753	0.052868884	0.46785364	0.02028434	0.09999839	0.0013586945	0.025082266	0.060799126	0.020127479	0.021504011	0.13901481	0.014490129	0.12569492	0.047038954	0.15111886	0.009853174	0.06529342	0.16372597	0.012743096	0.015432747
Danish	Danish	0.63431615	0.15829821	0.03264356	0.018714966	0.27454442	0.23796625	0.007529709	0.063313454	0.03141102	0.08943599	0.07487977	0.29279962	0.17681514	0.48718426	0.042578813	0.045455724	0.21603154	0.029870432	0.108764224	0.04423925	0.030611746
Japanese	Japanese	8.189886e-05	0.0012826797	9.8181765e-05	0.0013078873	0.00056299136	3.9043283e-05	1.0199134e-05	0.0017909958	0.9999925	0.00018338152	7.306123e-05	2.7909124e-05	0.0008255262	0.001605188	0.0018246444	0.00020098977	0.0004990177	0.00028005012	0.00042810134	0.0009870931	0.00020155392
Hungarian	Hungarian	6.317286e-05	0.0018153714	0.001145718	0.00038872915	0.0007882042	0.0018122448	0.9999867	0.0005010262	5.255632e-05	2.6600359e-05	6.0373226e-05	0.0006911565	0.0004704639	0.0029344063	0.0017960698	0.0022536786	8.456027e-05	5.487057e-05	0.00019108564	0.0002735406	0.00019154414
Mandarin	Swedish	0.027156757	0.052709788	0.11950386	0.121161684	0.12639925	0.043607663	0.059590444	0.18515496	0.09000487	0.38282225	0.23370223	0.034229387	0.15846111	0.11172333	0.19390707	0.5707888	0.389585	0.0784819	0.37142485	0.051258475	0.04309644
Hungarian	Hungarian	0.0011518925	0.015935468	0.0056712893	0.0015029843	0.0020885787	0.004922037	0.9997871	0.002056967	0.00085012533	0.00023647529	0.0006234746	0.0034178433	0.004647447	0.0020949452	0.004602614	0.006193511	0.0004313644	0.0005852309	0.001662052	0.00096175814	0.0008043741
Basque	Estonian	0.016504698	0.20417647	0.14003064	0.009183543	0.11872269	0.23971237	0.030192452	0.20916685	0.01966136	0.0031784198	0.0042885495	0.027478896	0.10597616	0.37719816	0.42311937	0.017444167	0.08279974	0.6460947	0.019915929	0.18494862	0.1709287
Mandarin	Mandarin	0.03418163	0.007126093	0.044400804	0.029923748	0.0067597497	0.004552317	0.0066123004	0.010116598	0.016900413	0.08462838	0.99360937	0.0038949468	0.012526934	0.0054126107	0.009180659	0.02060641	0.013948694	0.0032946996	0.004959457	0.0054068738	0.0049579605
Dutch	Turkish	0.0047319	0.3941035	0.35393602	0.00048072968	0.28771174	0.52486783	0.0014898072	0.03291314	0.024187025	0.0026686352	0.03357425	0.025766138	0.16361864	0.09378875	0.037933767	0.05415031	0.54097235	0.01892377	0.13511321	0.0370962	0.07125006
Spanish	Spanish	0.012276968	0.11357268	0.08490044	0.0370974	0.09794243	0.14106227	0.011676706	0.3044797	0.09513553	0.013972003	0.07137292	0.007366781	0.11876831	0.13797615	0.42839286	0.3989813	0.13890442	0.30728337	0.11768823	0.40886575	0.41357863
Japanese	Japanese	0.001719263	0.038459633	0.02357414	0.0043270956	0.2620759	0.05186023	0.00037772328	0.11166082	0.8868816	0.0009190567	0.005929908	0.004366989	0.04295356	0.11716881	0.17031576	0.21968016	0.074300185	0.10100079	0.050215546	0.12515403	0.027214421
Spanish	Spanish	0.06807256	0.07411368	0.052466996	0.4186767	0.07070942	0.01795793	0.09197796	0.34518415	0.03543089	0.037463456	0.019663898	0.0412952	0.2020775	0.058212858	0.6582151	0.32188648	0.09553569	0.13688421	0.12718758	0.09484949	0.20006397
Spanish	Spanish	0.013690146	0.13213396	0.036625445	0.16278955	0.21173094	0.026828496	0.00067789166	0.13760677	0.017861659	0.007688254	0.0049039107	0.031378217	0.16775218	0.6461051	0.6506895	0.008029247	0.084526375	0.02274728	0.034401845	0.06228417	0.08282469
Korean	Korean	0.12004754	0.22301912	0.12544605	0.07507094	0.18418922	0.12522078	0.14214332	0.1561132	0.15861103	0.80040276	0.09675074	0.18730594	0.14096743	0.08804603	0.13461964	0.12436051	0.18512912	0.007946986	0.11001175	0.02087001	0.044322606
Basque	Basque	0.0007061466	0.021673674	0.018291429	0.002165639	0.104135856	0.03341717	0.00027754024	0.16566356	0.22619094	0.0023825904	0.026752437	0.0011450234	0.026959052	0.07391927	0.31117928	0.015112839	0.17237659	0.08152341	0.0686752	0.86744905	0.105377465
Portuguese	German	0.025966773	0.2669536	0.35582635	0.0036878	0.37940615	0.4590719	0.002231996	0.1527078	0.015961185	0.002838471	0.030844446	0.019302126	0.24247655	0.31417766	0.13347845	0.047753774	0.29105008	0.036699	0.28336218	0.23394646	0.15214016
Basque	Basque	0.0021588947	0.008965591	0.012828092	0.005431997	0.09535539	0.010496052	0.0011503294	0.2108418	0.036848746	0.0032652088	0.009038968	0.0028205833	0.01736507	0.0598922	0.1952287	0.028246213	0.07694648	0.039363258	0.03981448	0.93444145	0.13988367
Spanish	Finnish	0.036223564	0.0061817965	0.0015370613	0.9838629	0.0028777935	0.0022313227	0.0041486253	0.030923238	0.15868072	0.008211624	0.0011594865	0.032272212	0.010990783	0.0075053014	0.035303745	0.009658049	0.0010316877	0.022278892	0.021127826	0.01898743	0.023737306
Italian	Spanish	0.01380653	0.19462958	0.1385568	0.073165506	0.14023674	0.059017327	0.058220837	0.47538194	0.044302598	0.011724268	0.059920166	0.008795776	0.102249674	0.1688953	0.50396585	0.136756	0.27635622	0.23576024	0.36474302	0.17787889	0.26605272
Basque	Basque	0.004381929	0.011961861	0.014095414	0.025984526	0.01700493	0.009347945	0.0016218519	0.07911067	0.0068985564	0.0009999137	0.00039699505	0.0045111724	0.01932569	0.069442995	0.30317435	0.013502576	0.018158326	0.5610065	0.0075254967	0.6680153	0.36552042
Swedish	Finnish	0.036921654	0.21246181	0.30459312	0.6121502	0.039752558	0.09322558	0.019092277	0.019661797	0.10788215	0.055782136	0.016667081	0.027459797	0.051419646	0.33919337	0.11104128	0.56399715	0.04224022	0.08061184	0.043259174	0.018166397	0.024178404
Portuguese	Turkish	0.00092172925	0.13211764	0.038435206	0.00042747005	0.45576876	0.22032957	0.00021999983	0.18867764	0.008345837	0.000610522	0.057373766	0.0068355827	0.26912597	0.25006455	0.2842807	0.021831859	0.54177946	0.10840504	0.2238784	0.29783553	0.15947129
Japanese	Japanese	0.00048940623	0.023670146	0.045797378	0.00024901915	0.34270316	0.017563447	0.000541098	0.05275201	0.8144583	0.002205833	0.014630534	0.0007168904	0.041235883	0.033669084	0.017511133	0.005680805	0.4547161	0.001678219	0.0399008	0.03894275	0.013865669
Dutch	Dutch	0.00021451745	0.72705996	0.12029321	6.5288375e-05	0.07658018	0.6427125	8.854712e-05	0.0033473982	0.0052741254	0.00014530725	0.0023016725	0.003594522	0.08910264	0.091016695	0.021378754	0.039300814	0.13291366	0.0019767599	0.011378902	0.0028447188	0.043356434
Portuguese	Turkish	0.00039208945	0.14821994	0.11843786	0.00026816985	0.27586824	0.09705915	0.000563311	0.2060586	0.07840761	0.0006476736	0.03157097	0.0011051288	0.32093483	0.562593	0.1658844	0.04608929	0.5856338	0.07749089	0.093555726	0.08275197	0.12307905
Dutch	Polish	0.18646453	0.37286893	0.15407272	0.04286348	0.18084788	0.28796864	0.040470287	0.028116416	0.07743748	0.041382074	0.03389094	0.53719956	0.1295815	0.5275821	0.038239617	0.25818902	0.13382918	0.024512444	0.052110408	0.008885057	0.023647264
Catalan	Catalan	0.0003933353	0.029511243	0.04873189	0.00016036161	0.16858402	0.12656748	0.0012507252	0.3009938	0.0017128581	0.00010893295	0.021841992	0.0043185367	0.21073444	0.30298805	0.4777146	0.010824967	0.13459343	0.01622793	0.03500234	0.16316836	0.6711556
Swedish	Finnish	0.027319089	0.07046907	0.18922386	0.91688156	0.023636349	0.013691552	0.0052603344	0.048669014	0.00715196	0.016917435	0.009021063	0.001150168	0.11181686	0.25573894	0.15761872	0.105057694	0.011088322	0.003401387	0.01330845	0.010719129	0.0059199054
Catalan	Spanish	0.0015759283	0.022580525	0.015348688	0.003534859	0.13441922	0.015236976	0.0011453353	0.2640986	0.04051841	0.0010986533	0.005214874	0.0033600153	0.046531815	0.121009625	0.6014793	0.022442698	0.14065155	0.13800408	0.14445509	0.5464617	0.41485274
Basque	Spanish	0.0097865965	0.02805287	0.016109908	0.014936262	0.021822475	0.012635728	0.0011632133	0.15539025	0.0013065145	0.0013728385	0.0016580571	0.0016178228	0.024702806	0.14217019	0.7437132	0.01160497	0.040738367	0.030769434	0.016619261	0.562668	0.28336853
Finnish	Finnish	0.0016149082	0.0017499923	0.00043806023	0.9998671	0.00027314894	0.00034421257	0.00023562321	0.004956848	0.0009981645	0.00049057655	1.679994e-05	9.358421e-05	0.00044753123	0.0021909124	0.014929294	0.0017452214	3.5524456e-05	0.0005429455	0.00015291729	0.00091692555	0.001287557
Arabic	Arabic	0.029657444	0.020910734	0.005775878	0.008351701	0.04358963	0.012106576	0.020841595	0.02055603	0.024750832	0.06723471	0.005464457	0.08153892	0.021733487	0.061072033	0.0113987345	0.08859264	0.119061746	0.0020600825	0.97851074	0.0039465846	0.0023445676
Danish	Danish	0.8134922	0.09329258	0.041238654	0.07015522	0.08611644	0.22530173	0.0063975737	0.018255163	0.016390406	0.10765007	0.08312165	0.21493196	0.03859472	0.19241963	0.035104454	0.10936768	0.10350049	0.010238822	0.3697769	0.009667149	0.0061093858
English	Mandarin	0.10468277	0.17841937	0.44834363	0.18501464	0.15686442	0.08916584	0.17175789	0.1593736	0.062171638	0.08656622	0.62786686	0.09571137	0.1430829	0.122267775	0.18497342	0.37343335	0.04051581	0.005176289	0.07110939	0.017606257	0.060388405
Japanese	Japanese	0.0029547887	0.014196255	0.0030372867	0.029556407	0.026620464	0.004203528	0.019981056	0.021337891	0.9873843	0.0065724873	0.0018545934	0.12915292	0.0072854566	0.03995976	0.022518769	0.0073803603	0.013509728	0.040053435	0.038265716	0.00623894	0.013036381
Catalan	Arabic	0.0065209935	0.09993258	0.03438358	0.0031469534	0.32417667	0.053636	0.008100081	0.30805933	0.02827408	0.004740949	0.036993276	0.0039794063	0.062210303	0.17166838	0.19453625	0.039738316	0.20482782	0.039848246	0.777106	0.23362327	0.0941256
Swedish	Swedish	0.036841605	0.061899565	0.13662007	0.123191506	0.022277778	0.058719277	0.025454117	0.049576685	0.013152631	0.022656538	0.018755618	0.032454345	0.03402536	0.06349255	0.074915394	0.96871984	0.016790545	0.030203646	0.016527945	0.013493498	0.0309781
Italian	Italian	0.0017505459	0.070311315	0.14438665	0.0009150384	0.24678403	0.05164968	0.0019398928	0.5404041	0.029878084	0.0022632952	0.009852054	0.0019661898	0.11952969	0.12380107	0.15625389	0.21180876	0.44965726	0.05471346	0.32503164	0.3677895	0.26945072
Finnish	Swedish	0.032117397	0.006922695	0.009456884	0.6610913	0.019332718	0.01011119	0.2412432	0.122080855	0.007690772	0.03612051	0.00947189	0.019092381	0.07478044	0.033967115	0.08219854	0.6759591	0.03113125	0.06013537	0.040592488	0.07377011	0.06553534
Spanish	Spanish	0.0004512907	0.06392325	0.06454939	0.0010429213	0.3428721	0.0829349	0.00010665102	0.28443798	0.04618357	0.0012156158	0.10077424	0.00082344544	0.09793832	0.21737155	0.5349011	0.008900932	0.24815643	0.13025464	0.25303027	0.5083815	0.17333834
German	Dutch	0.0023757764	0.755115	0.2325262	0.004855207	0.18481594	0.5205767	0.00019743627	0.061726756	0.009430505	0.003992735	0.047810994	0.010341504	0.065220155	0.1252811	0.098037064	0.022164106	0.12895373	0.032670133	0.06523696	0.05390992	0.096585095
Danish	Korean	0.18554597	0.030159319	0.041691512	0.042407326	0.05284707	0.029092588	0.030922536	0.040166266	0.23439454	0.6671921	0.04492458	0.48311654	0.18077856	0.090351924	0.03103477	0.29325768	0.10419566	0.026134707	0.2825493	0.0056832465	0.014076845
Mandarin	Mandarin	0.013290781	0.015453096	0.031865273	0.00409002	0.077237576	0.015157219	0.0010215864	0.173663	0.051751807	0.009794522	0.9627778	0.0024572192	0.02466439	0.06271362	0.12138421	0.008668727	0.050985124	0.030758655	0.010417593	0.09326722	0.027792297
Japanese	Japanese	0.00012990391	0.0031973522	0.0006709081	0.002232795	0.0037908258	0.0002794468	2.8900216e-05	0.0075865593	0.99985373	0.0009465318	0.002612804	0.0007122972	0.0030356455	0.011588257	0.0037656953	0.0006681124	0.0037972792	0.00020989584	0.0003076393	0.0048452583	0.00060278253
Polish	Polish	0.004832389	0.006631529	0.0037989062	0.010545335	0.003977654	0.015629722	0.00034704438	0.0014952464	0.0005732472	0.0008224158	8.0969396e-05	0.9888699	0.0053626047	0.14533073	0.0061199777	0.020479627	0.004703748	0.0019856668	0.0066516073	0.00038140983	0.0016638926
Japanese	Japanese	0.0009005375	0.024307089	0.039974198	0.0010843517	0.1383225	0.033890776	0.0014348895	0.13078716	0.81569976	0.002550563	0.009256603	0.0010887893	0.06385512	0.1188372	0.292986	0.15946852	0.161624	0.06511796	0.16866437	0.26046577	0.19707148
Polish	Polish	0.0053481585	0.154539	0.08162424	0.0008470558	0.021960964	0.0421256	0.0015756912	0.0035707557	0.0041692713	0.0010300133	0.00037256294	0.9556035	0.19196457	0.13053992	0.0026216814	0.005675321	0.0037957232	0.0021698405	0.00013278301	8.414965e-05	0.0028015038
Russian	Spanish	0.032669846	0.29292333	0.20253095	0.003373127	0.20911299	0.32670403	0.023038514	0.3378032	0.026898595	0.0020869602	0.055706423	0.007091078	0.23668425	0.236932	0.50765014	0.0905292	0.11663979	0.062154785	0.24287134	0.27520484	0.26992399
